수광점ID,학교,지번,종류,교사동/운동장,층,X,Y,Z,근거등급,근거,추정여부,추정항목
여의도중학교 운동장-21,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-22,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-23,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194367.777,547066.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-24,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194343.777,547074.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-25,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547074.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-26,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547074.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-27,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194327.777,547082.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-28,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547082.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-29,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547082.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-30,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194319.777,547090.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-31,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194327.777,547090.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-32,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547090.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-33,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547090.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-34,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194311.777,547098.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-35,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547098.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-36,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194295.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-37,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194303.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-38,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194311.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-39,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-40,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194359.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-41,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194367.777,547106.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-42,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194295.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-43,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194303.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-44,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194311.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-45,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-46,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194375.777,547114.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-47,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194287.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-48,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194295.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-49,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194303.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-50,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194311.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-51,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194343.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
여의도중학교 운동장-52,여의도중학교,40-1,운동장 지반,여의도중학교 운동장,0,194351.777,547122.132,0.0,C 운동장 근사(격자도 추정),옥외지반 근사,추정,실제 운동장 경계가 아님. 교사동에서 60m 이내 옥외지반 중 어느 건물에도 들지 않고 그 학교가 다른 어떤 건물보다 가까운 8m 격자점만 남겨 배정한 **근사 영역**이다. 실제 운동장 폴리곤을 주면 교체 가능
